实体1,实体2,关系
item向量在softmax的时候你们怎么选择的？,是用初始化我们在进行historyclickembedding过程中使用的初始化的向量，没有在最后层重新构造一个itemembedding的结果，实测效果翻倍的要好,question2answer
Example Age的理解？,官方：upload_timeclick_time,question2answer
Example Age的理解？,希望更倾向于新上视频,question2answer
Example Age的理解？,民间：click_timenow,question2answer
Example Age的理解？,希望平衡样本构造时间对当前的影响,question2answer
什么叫做不对称的共同浏览（asymmetric co-watch）问题？,item对比nlp问题的时候，上下文信息更适用于文本等固定结果的探索问题（完形填空问题）；而在预测nextone这种问题下，只通过上文进行预测，更加合适和合理。浏览信息大概率都是不对称的，而常规的i2i模型的假设都是对称的，上下文都可以用的,question2answer
为什么不采取类似RNN的Sequence model？,在实际的推荐数据获取中，历史点击流收到若干种在线的推荐算法影响，并不全是像自然语言问题一样真实具有序列性,question2answer
YouTube如何避免百万量级的softmax问题的？,负采样,question2answer
serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,工程妥协，避免几百万的item每次都要计算一边，而采取的ANN的邻近搜索加快速度,question2answer
Youtube的用户对新视频有偏好，那么在模型构建的过程中如何引入这个feature？,exampleage,question2answer
在处理测试集的时候，YouTube为什么不采用经典的随机留一法（random holdout），而是一定要把用户最近的一次观看行为作为测试集？,不对称的共同浏览问题，避免引入futureinformation，产生与事实不符的数据穿越,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,embedding,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,引入了doc2vec做init,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,权重共享，没有在softmax处重新构造,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,负采样,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,限定采样集合在click时间发生之前已经有的item,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,剔除该次点击click时同时展现的其他item,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,均衡采样,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,加快收敛,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,避免热门商品item的过度影响,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,click数据的预处理,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,historyclick,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,停留时间过短的click不要,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,连续多次的重复点击会去重,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,session内的点击次数需要在约定范围内,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,lastclick,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,每日初次点击的lastclick以\[unknown]替代，不做隔日的数据连接,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,在history引入multiheadattention,question2answer
整个过程中有什么亮点？有哪些决定性的提升？,ctr提高了，但是有效点击没有变,question2answer
辗转相除法,```python,question2answer
辗转相除法,"defsolve(a,b):",question2answer
辗转相除法,"returnaifb==0elsesolve(b,a%b)",question2answer
辗转相除法,```,question2answer
其他方法,穷举法,question2answer
其他方法,辗转相减法,question2answer
四则运算,(u+v)'=u'+v',question2answer
四则运算,(uv)'=u'v',question2answer
四则运算,(uv)'=u'v+uv',question2answer
四则运算,(u/v)'=(u'vuv')/v^2,question2answer
常见导数,"y=c(常数),y'=0",question2answer
常见导数,"y=pow(x,a),y'=a·pow(x,a1)",question2answer
常见导数,"y=pow(a,x),y'=pow(a,x)·ln(a)",question2answer
常见导数,"y=log(a,x),y'=1/(xlna);特别的ln(x)=1/x",question2answer
常见导数,"y=sin(x),y'=cos(x)",question2answer
常见导数,"y=cos(x),y'=sin(x)",question2answer
常见导数,"y=tan(x),y'=1/(cos(x)^2)",question2answer
复合函数的运算法则,"若y=f(g(x)),y'=f'(g(x))·g'(x),前提是g在x处可导，f在g(x)处可导",question2answer
莱布尼兹公式,"若u(x),v(x)均n阶可导，则![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8xl2xwg4ij307000udfv.jpg)",question2answer
切线方程,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8xko8hysoj306c0123yi.jpg),question2answer
法线方程,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g8xkomfj6lj309c01amx9.jpg),question2answer
费马定理,f在x0的邻域内有定义，且恒满足：f(x)<=f(x0)｜f(x)>=f(x0),question2answer
费马定理,f在x0处可导，则满足f'(x0)=0,question2answer
拉格朗日中值定理,设函数f(x)满足条件：,question2answer
拉格朗日中值定理,"\[a,b]上连续",question2answer
拉格朗日中值定理,"\(a,b)内可导，则\(a,b)存在ζ，使得f(b)f(a)=f'(ζ)(ba)",question2answer
柯西中值定理,"设函数f(x),g(x)满足条件：",question2answer
柯西中值定理,"\[a,b]上连续",question2answer
柯西中值定理,"\(a,b)内可导，且f'(x)和g'(x)存在，且g'(x)!=0",question2answer
柯西中值定理,"则\(a,b)存在ζ，使得(f(b)f(a))g'(ζ)=f'(ζ)(g(b)g(a))",question2answer
期望,离散型随机变量的一切可能的取值xi与对应的概率Pi(=xi)之积的和称为该离散型随机变量的数学期望（设级数绝对收敛），记为E(x)。随机变量最基本的数学特征之一。它反映随机变量平均取值的大小。又称期望或均值。,question2answer
期望,若随机变量X的分布函数F(x)可表示成一个非负可积函数f(x)的积分，则称X为连续性随机变量，f(x)称为X的概率密度函数（分布密度函数）。,question2answer
期望,E(ax+by+c)=aE(x)+bE(y)+c,question2answer
期望,如果x和y独立，E(xy)=E(x)E(y),question2answer
方差,方差是各个数据与平均数之差的平方的平均数。在概率论和数理统计中，方差（英文Variance）用来度量随机变量和其数学期望（即均值）之间的偏离程度。在许多实际问题中，研究随机变量和均值之间的偏离程度有着很重要的意义。,question2answer
方差,方差刻画了随机变量的取值对于其数学期望的离散程度。,question2answer
方差,方差深入：,question2answer
方差,很显然，均值描述的是样本集合的中间点，它告诉我们的信息是很有限的，而标准差给我们描述的则是样本集合的各个样本点到均值的距离之平均。以这两个集合为例，[0，8，12，20]和[8，9，11，12]，两个集合的均值都是10，但显然两个集合差别是很大的，计算两者的标准差，前者是8.3，后者是1.8，显然后者较为集中，故其标准差小一些，标准差描述的就是这种“散布度”。之所以除以n1而不是除以n，是因为这样能使我们以较小的样本集更好的逼近总体的标准差，即统计上所谓的“无偏估计”。而方差则仅仅是标准差的平方。,question2answer
方差,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zkdv6ukj308700kweb.jpg),question2answer
方差,如果x和y独立，![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zl5np3yj308600kt8j.jpg),question2answer
标准差,标准差（StandardDeviation），也称均方差（meansquareerror），是各数据偏离平均数的距离的平均数，它是离均差平方和平均后的方根，用σ表示。标准差是方差的算术平方根。标准差能反映一个数据集的离散程度。平均数相同的，标准差未必相同。,question2answer
协方差,协方差分析是建立在方差分析和回归分析基础之上的一种统计分析方法。方差分析是从质量因子的角度探讨因素不同水平对实验指标影响的差异。一般说来，质量因子是可以人为控制的。回归分析是从数量因子的角度出发，通过建立回归方程来研究实验指标与一个（或几个）因子之间的数量关系。但大多数情况下，数量因子是不可以人为加以控制的。,question2answer
协方差,在概率论和统计学中，协方差用于衡量两个变量的总体误差。而方差是协方差的一种特殊情况，即当两个变量是相同的情况。,question2answer
协方差,"Cov(x,y)=E((xE(x))(yE(y)))",question2answer
协方差,"Cov(c+ax,d+by)=abCov(x,y)",question2answer
相关系数,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91zq1gbe7j306601ct8k.jpg),question2answer
相关系数,"\[1,1]之间，值越接近1，说明两个变量正相关性（线性）越强。越接近1，说明负相关性越强，当为0时，表示两个变量没有相关性",question2answer
均匀分布,"离散随机变量的均匀分布：假设X有k个取值：x1,x2,...,xk则均匀分布的概率密度函数为:",question2answer
均匀分布,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91ysz3sxsj30aw023glh.jpg),question2answer
伯努利分布,"伯努利分布：参数为p∈[0,1]，设随机变量X∈{0,1}，则概率分布函数为：",question2answer
伯努利分布,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91yyoulv0j306m00lmwz.jpg),question2answer
伯努利分布,期望为p，方差为p(1p),question2answer
二项分布,独立重复地进行n次试验中，成功x次的概率:,question2answer
二项分布,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91z2sy9m5j308800ja9w.jpg),question2answer
二项分布,期望为np，方差为np(1p),question2answer
高斯分布,我们在做模型训练的之后，随机变量取值范围是实数，大多数情况下都假设变量服从高斯分布，原因：,question2answer
高斯分布,随机变量大多数情况下有若干个因素组合而成，中心极限定理表明，多个独立随机变量的和近似正态分布,question2answer
高斯分布,在具有相同方差的所有可能的概率分布中，正态分布的熵最大（即不确定性最大）；熵大带来的信息量多,question2answer
高斯分布,典型的一维正态分布的概率密度函数为:,question2answer
高斯分布,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91z5lcnmcj30dk02fa9z.jpg),question2answer
拉普拉斯分布,概率密度函数：,question2answer
拉普拉斯分布,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g91z66211aj309c01hjr9.jpg),question2answer
拉普拉斯分布,期望为u，方差为2γ^2,question2answer
拉普拉斯分布,拉普拉斯分布比高斯分布更加尖锐和狭窄，在正则化中通常会利用该性质,question2answer
